content,score
"Aplikasi ini bagus bangetttt, kualitasnya canggih bangett",5
aplikasinya keren guys👍👍?,5
Pengen nonton tv aja banyak kali iklan di awal yg muncul lama pula Ke buru ketinggalan acaranya,1
Bagus,3
Aplikasi vidio ini bagus banget kek di tv,5
Sangat baik,5
Bikin kesel durasi nontonnya tidak full. Kebanyakan cuma 2.m. iklan datang terus uda itu sinya full langan uda masi di minta gima tu.,1
"Iklan nya kenapa lama banget yaa n gak bisa di lewati juga,,, semo kedepan nya iklan nya cuma sebentar saja",3
bagus,5
"Saya udh klik berhenti berlangganan, termyata diakhir periode aktif tetap juga disambung otomatis dg memotong saldo OVO saya tanpa pemberitahuan. Semoga ada tindakan nyata dari Developer Vidio, bukan sekedar dibalas dgn basa basi.... Tks",1
Tidak bgus,5
"3 dari best app video movies/series/tv streaming di google play store. Support layar u/ HP, tablet & layar besar. Langganan bisa melalui PlayStore/pengelola layanan selular. Saran: untuk tablet menu utama/dashboard belum bisa landscape. Mohon tim Dev vidio, bisa segera di update, krn sy pke tab android 10 inch, kurang nyaman dengan hal ini Trimakasih",5
good👍,5
Lumayan saya kasih 3 bintang 🌟 karena ada ngeselin louding dan iklan gak ada tombol skip,3
Aplikasi ini bagus banget jadi aku gak ketinggalan vidio.................kapan lagi ketemu aplikasi kaya gini%......10000%100,5
Seru,3
Ý 4,4
SATU KATA KEREN,5
Musim 23/24 premier league masih di vidio min? Mau berlangganan diamond lagi..,5
Gila keren si apk nya sumpah gua jadi jarang main game gara gara ni apk keren gila YA GUA KASIH 5 BINTANG LAH SURU SIAPA NI APLIKASI BAGUS JADI GUA KASIH 5 BINTANG DEH MAKASIH POKOK NYA APLIKASI VIDIO POKOK NYA GA SALAH YANG DOWNLOD SIH KEREN ABIS DAN MAKASIH,5
Udh blik VIP TPI ngk bisa di lihat semua film cmn nya sangat kecewaaa,1
Aplikasih nay bagus banget,5
Memudahkan,5
Banyak iklan anjirr ganggu bat,1
aq kasih 4 bintang dlu apk si ok bgt,4
"Aplikasi ini bgs bngt .karena semua filim ad di apk ini ,",5
"Saya mau berlangganan pembayaran nya pakai metode pulsa Smartfren bisa nya bisa kenapa sekarng tidak bisa ya isi tulisan tidak didukung tolong bls cepat ya sudah terlanjur isi pulsa kemarin 50K modal cuma itu aja 50K bisa"" nya gak mau gimana itu",2
"Film animasi nya di tanbahin lagi dong... Seperti Moana,, How to train dragon 3,, Frozen II... Trs film action yg di perankan oleh Will Smith,, Vin Diesel dan Alm.Paul Walker di tambah lagi...",5
👍👍,5
Ini bagus,5
Apik pol,5
Bintang 1 👎🏽,1
Gagal memuat halaman itu disebabkan karena apa ya,3
Sangat bagus,5
Saya sudah membeli paket premium tapi aplikasi sering layar hitam dan tiba tiba resolusi kembali rendah itu sangat menggangu,1
This good,5
Vidio,4
Bagus sih tapi sayang buat streaming tv lokal belum full hd,2
"Iklannya cukup mengganggu, dan yg jd msalah suara iklan aplikasinya terlalu nyaring Skrng harus langganan dulu baru bisa dpt hadiah games vidio 😭",3
"Parah udh di uninstal kok masih nyedot pulsa berlangganan, parah!!!!",1
Saat ini tidak bisa digunakan,1
Aplikasinya bagus,5
Cara daftar nya bagimana kk sya bingun daftar nya kk,2
"Apa apa harus bayar👎👎 kalo ga bayar g bisa lanjutin nonton,kurangin lagi dh pembayarannya nanti ku download lagi",1
"Aplikasi pengganggu Vidio...😤😤 Tak kira bikin Vidio lancar, malah ini aplikasi Vidio bikin pusing...👹👎👎👎",2
Aplikasi na kerenzz abuzz log gays..🤣🤣😂,5
Sangat buruk. Jangan ada yang download kalau tidak menyesal 👎👎👎👎👎👎👎👎👎👎🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕,1
Aplikasi bansos,1
Aplikasi vidionya bagus dan nyamn di gunakan tapi masih banyk yg hrs di perbaiki mohon maaf jika saya hrs kasih bintang 3,3
"Apa apa harus premium ,gak mutu",1
Tolong bangat dong iklannya tu jangan diulang sampai puluhan kali.. Nonton jadi engga nyaman..,1
"Sinyal dan wifi jaringan bagus, tapi di aplikasi lemot.",2
Duhh apk pelit harus ngebayar,1
"Pelit pke bayar, knalin ni bos rcti+ gratis",1
Sering iklan,4
Aplikasi ini membuat saya terhibur,5
Menonton vidio,5
Bagus banget tanyangan nya jernih banget,5
apk nya gk jelas,1
bagus,5
IKLANNYA BIKIN MUAKKK,1
luar biasa,5
Terlalu banyak iklan dan walau jaringan stabil tetap ngeleg,1
Bagus bangettttt!!!!!!,5
One piece gk ada,1
assalamualaikum mohon maaf saya baru mencoba dulu aplikasinya,5
Udah bayar yang berlangganan tapi tiap hari disuruh buat log in terus apa lagi di suruh bayar berlangganan,1
Terlalu banyak iklan,1
Aplikasi nya bagus bngttt,5
"Bagus... Kualitas nya jernih, acara nya banyak.. serial FTV tahun 2007 lengkap. Mantap :) terimakasih",5
"Semenjak pembaruan di tv gue, jadi makin jelek, iklan nya itu itu mulu stuck 1 iklan berkali kali, bener bener gajelas",1
Aplikasi sangat bgst,1
"Gimana sih ,klik Siara tv yg udh terlewatkan tidak bisa ,",1
Aplikasi Bisnis Iklan.,1
Manta lah,5
nonton iklan bukan film.iklan banyak sekali.mendingan youtube,1
"Tiga dlu y ,tar tmbh klu memuaskan",3
Top dah pokoknya,5
Rugi banya eror.. film suka susah di putar.. lapor masalah gada solusi sedikitpun.. ga ada pihak yg bertanggung jawab di sini.. cuma bayar doang pelayanan jelek banget,1
The best,5
🤲🤲🤲,4
"Tiap nonton ga pernah lancar streaming ya, padahal sinyal bagus koneksi internet lancar, pake tv langganan yang lain aman2 aja Sangat mengecewakan",1
"apk nya bagus tapi maok noton bola aja harus beli paket permium,jadi kita udah beli paket data,tambah lagi beli paket permium,serba uang semua",4
"Lama kelamaan vidio ini ntah cemana,asik loding aja,mau nonton pun jdi terhalang!!!!!!",5
Jelek banget..sering muser2,2
Tiga bintang dulu ya Karena baru mendownload aplikasi ini coba liat liat dulu kira2 cocok tidak dengan mata saya ok,3
Jangan download aplikasi ini sangat jelek,1
"Saya berharap di aplikasi ini bisa di lengkapin lagi seperti film luar negrinya, apalagi action saya suka:)",5
aplikasihnya sangat baik.cuma terlalu banyak iklan.,1
"Perpanjangan otomatis tidak bisa di klik, rugi berlangganan!",1
👍,5
Gak banget instal aplikasi ini. Film yg sdh ditonton ngulang2 kembali padahal sudah berlangganan. Nyesal,1
Parah iklan nya ngulang2 terus,1
Kenapa sekarang sudah tidak bisa lagi memutar ulang schedule acara program tv?,1
Jelek bgt,5
Bagus sekali,5
Mantap Vidio terus update dan berinovasi terus ditunggu ya!,5
"Gak ngelag, udah cukup buat aku mah sama itu satu ga ada iklan",5
Apk nya bagus tapi banyak bgt iklanya sama klo mau di unduh suka lama padahal jaringan kenceng,2
"Gajelas.. Di aplikasi lain pke wifi / data seluler lancar"" aja,, di Vidio mah buffring mulu.. 😑",2
Apk apa ini masa gw kgk bisa masuk,1
Sangat menarik,5
"download karena dapet platinum gratis dari XL, sering2 ya min 👍🏻",5
Bagus sih klo ada anime Naruto mah divideo dan top anime lagi di video...tpi napa ada tanda premium min...kenapa....jdi gk puas nonton dong😭 .....jawab kak,5
Bangus apk nya aku suka banget bisa nonton sepuasnya di sini dan enak kualitasnya jernih juga suka deh,5
"Kak maaf izin kenapa saya dapat notif pengembalian dana kak ya, padahal saya mau nya berlangganan, mohon di aktifkan lagi kak akun langganan saya",5
"Drama korea dengan dubbing bahasa indonesia terlalu sedikit, saya harap dubbing bahasa indonesia untuk drama korea lebih diperbanyak lagi agar mama saya bisa menonton lebih banyak jenis drama Korea lagi, terimakasih.",3
List series free nya d tambah donk,5
"BANYAK IKLAN, SEBEL, BISA G SI KASI 1 SINET GT IKLAN NY DIKURANGI",1
"Dah langganan dri dlu tapi Aplikasi biadab...gk bisa dipakek .klo gk becys bikin aplikasi gk usah bikin lah..bikin emosi ,setiap mw nonton bikin gk nyaman 💩💩💩💩💩💩😡😡😡😡 gk bisa di putar..gblk ,",1
KERENNNNN BANGETTT😍,5
"menurutku ini apk bagus bgt, banyak film dari jaman dulu yg masih di up disini ga cuma itu yg di bioskop jg di up + sama seriesnya. bener2 worth it to buy bgt langganan di vidio💗",5
👍👍👍,5
Lambat,3
Gilaaaaaaaaa Gk nyangka gw cokkkl,5
Selalu ngelag kalau lg nonton dan selalu tiba2 log out sendiri,1
Aplikasi nya bgs banget,5
"Resolusi , menggangu sekali. Loading melulu. SAMPAH",1
Bangus banget😭 ngak nyesel deh download,5
Baik,5
Sangat bagus,5
Suka lemot video nya,3
"Sinyal kuat tapi sering lemotttt, kecewa bgt download ni aplikasi Tolong di benahi lagiii",2
"Keren, udah banyak perbaikan, mantaaps",5
Bagus,2
Video patah²,1
"Kartun, film nya lengkap banget aplikasi vidio favorit ku",5
Aplikasi pembodohan udah berlangganan paket diamond mau nonton piala U20 malah GK bisa aplikasi pki,1
Tambah juga the megalodon min,5
Keren sih tapi. Sayang nya terlalu banyak iklan nya,5
Gmana caranya menonton vidio yg terkunci,5
"Baru mau pakee ,,,,,",5
Aplikasi apa apaan ini banyak iklan nya,1
So cool,5
"Semua nya berbayar, yang gratis sdikit dan gak rame",1
Kenapa rcti g ada dan hari minggu waktunya lihat doraemon tapi kok chanelnya g ada sebelllll dech. Q kasi bintang 1 dulu. Karena chanel doraemon nya g ada. Coba lok ada q kasi bintang 5 sekaligus😡😏,1
"GW DUKUNG LO VIDIO! BAGUS BGTT, YA WALAUPUN KALO JARINGANNYA BERMASALAH, lemot",5
Yaudah bintang lima dahhhhh,5
Ini jugs gk bisa di instal,3
Orang mau nonton siaran yang ada di channel net malah di alihkan ke vidio untuk anak kecil,1
Aplikasinya sangat bagus sekali makasih video bisa bebas nonton apa aja,5
paling baik dan hebat,5
"Video suka berenti, tapi suaranya masi tetap jalan Tolong diperbaiki",4
"Sudah langganan yang paket 44k tapi tiba tiba langganan nya hilang, dan ketika log out saat mau login menggunakan nomor hp otp nya tidak masuk masuk, aplikasi streaming paling ampas yang pernah saya pakai",1
Ribet daftarnya,1
"Knapa tiap nonto live bola slalu putus putus gambarnya.. Udah lama padahal berlangganan, mohon solusinya gmana.. Udah sering uninstal dan instal ulang tp msh tetap sama",3
Haha lucu nih aplikasi udah berbayar lag lagi mending bajakan gratis tanpa iklan kualitas bagus 🤣,1
"Tidak ada yg terbaik download app disini termasuk app Vidio, sudah bayar gak dapat hak nonton, tapi ditutup iklan. Aku bayar Vidio lewat aplikasi MYXL",1
Kode verifikasi kirim gk masuk² sudah kirim ulang berapa kali,1
kode otp gamasuk masuk gabisa login. jd ketinggalan siaran!,1
Update langganan susah gimana cara nya,2
Lambat loading meski jaringan bagus,5
"Aneh bnget apk nya, masa udah bikin akun besoknya ilang harus bikin akun lg dan udah bikin akun yang sama tpi ttp beda masa jadinya akunya ane banget",2
Bagus banget jadi bisa nonton vilem apa aja aku bisa nonton film magic lima,5
Gabisa login padahal udh langganan diamond aenjeng,1
Aplikasi taiiiiii,1
"Buffering mulu, dahal sinyal bagus, napa dahh",1
"Kontolll,ga mau kirim kode otp",1
Cara nonton siaran langsung gimana dah,1
Laga yg di nanti2 mu vs city malah ngelag ni aplikasi ban**e,1
Mahal dan pilihan paket yg merugikan,1
Payah,1
sudah beli paket tpi tidak bisa di putarr..taiii ini,1
"Paket sudah dibayar untuk nonton Manchester city vs MU tapi loading terus. Parah video dan jangan lagi beli paketnya, penipuan.",1
Nggak bagus mau nonton pinal Piala fa aja nggak bisa,1
J##,1
Susah bgd mau beli paket nya . ribettt,1
Jaringan kencang,5
"Kenapa selalu ada tulisan ""Terjadi kesalahan dalam memproses media"" saya nonton ga full time jadinya, tolong dong itu kenapa, saya nonton paling paling itu cuma 30menitan, sisanya eror begitu",3
"Vidio yg sudah saya download, suka gangguan nontonya.",1
Sayang nya ada beberapa film dan series yg gak bisa diputar,3
Tolong diperbaiki kok aku sdh download vidionya tapi pas mau di nonton harus pakke data lagi gimana sih kan aku udh download tolong dong diperbaiki lagi,3
Setelah beberapa update makin banyak iklannya...,3
Bersih dan nyaman untuk nonton bola,5
Bagus bgt,5
Keren banget,5
"Sangat kecewa, sudah berlangganan sering gangguan film nya tidak bisa diputar",1
G bisa di download 😠😠😠😠😠,1
Aplikasi bagus baget,5
Ini kenapa gambar nya suka tiba tiba buram dan macet ya ? Padahal singal saya lancar lancar aja,2
Terlalu banyak iklan. Baru aja 1 detik scen film nya langsung iklan lagii 🙄🙄🙄,1
suka lag tiba tiba padahal jaringan bagus dan iklannya banyak banget kadang suka tiba tiba keluar dari aplikasi aku kasih bintang 2 dulu,2
Aplikasi y bagus,5
Aplikasi nya sih bagus tapi kebanyakan Iklan gagal nonton filem favorite eh...... Malahan nonton iklan😒,3
Bagussss,5
Aplikasinya gablug banget. Sebenarnya hari pertama baik2 saja. Tapi setelah itu setiap buka aplikasi harus selalu log in ulang. Kalo gak log in kan gak bisa nonton yang premium. Dan udah capek2 download berpuluh2 eps. Eh besoknya ilang.sungguh buruk,2
Aplikasi sarang iklan Udah macam tv aja iklannya segudang udah gitu ga bs di skip pula asu Mending nonton di FB tnp iklan,1
Mantap,5
"Jangan kasih bintang 5,jaringannya gak stbil,lebih baik nonton di lk21 lancar tanpa iklan",1
Setelah di upgrade malah banyak iklannya.,3
"Padahal udah berlangganan, tp kok ya ada iklan tooo? Enak² lihat cuplikan, shopee lewat.",1
Bagus banget,5
GAJELAS SINYAL KENCENG KOK NGELAG,1
Mantap,3
Vidio ini bikin seruh karena bisa menonton magic 6,5
Durasi Iklannya sangat terlalu lama,1
Oke,5
Bagus banget apk nya,5
Bagus,5
Sangat bagus,1
Aplikasi Top Markotop,5
Mantap,5
Aplikasi ny sering bngt ngeleg,2
Sangat memuaskan apalagi streaming nya lancar tapi masih ada fitur yang kurang sih gak bisa hapus histori tontonan nya,4
Ini kenapa yah ngelag mulu?padahal sinyalnya bagus,2
Sangat kecewa buruk...aplikasinya,1
Bgus,4
Sangat mengecewakan. Mau langganan bayar menggunakan metode pulsa malah ga bisa. Padahal saya sudah top up pulsa. Nyoba pke akun lain sma aja gagal jga,1
"ko gk bs,d buka pke wifi",3
Aplikasinya bagus banget MasyaAllah 🥰,5
"Gabisa masuk, padahal jaringan stabil, setiap 1 menit nonton pasti loading",2
"Luar biasa, saya selalu menggunakan apk ini. 👍👍👍👍",5
Kecewa sangat buruk,1
Rugi. Praketnya tidak komimen,1
Good,5
"Vidio udah bagus banget sih, cuman ya masukan dari aku, kurang-kurangin iklan nya ya hehe😀🙏",4
Mantap,5
Aplikasi nya bagus banget,5
Jossssssssss,5
"Setiap abis iklan loadingnya lama bgt,trs ngulang lg filmnya dari awal,tak jelas memang",1
kuliah,2
ok,1
terbaik siaran baru,5
Sangat kecewa sekali Serial uttaran mana lanjutannya? kenapa cuman sampai episode 200??,5
Sangat memuaskan,4
Wah keren sekali aku sagat Mencari film tranzformerz ful album Aku cari di youtube pendek Dan akhirya ada di vidio ful album Dan bahasa indo pokoya keren,5
"Sekarang sering macet"" ga kaya dulu lancar",4
bagus dikit aku kasi bintang,2
Mantp,5
Mantap mantip mantup apk na euy,5
Aplikasi ini sangat membantu,5
Ud bli paket buat d tv. Tv gk bisa kebuka. Ud gt dikomplain cs nya nyusahin n ngeyel dibilangin. Cmn ada tulisan vidio doang gk bisa masuk nonton. Ud d komplain jg gk da niat benerin. Jwbn selalu diulang2 ngeyel cs nya.,1
"Aplikasi gak jelas, rugi langganan kalo misalkan dibut nonton mbrebet padahal pke wifi, mana iklannya muncul terus. Mending jgn disedian pilihan paket lah kl msh ada iklan ganggu",1
Apik,5
"Kenapa jaringan saya sewaktu menonton vidio lag, padahal di aplikasi lain lancar saat menonton.. jaringan saya juga kuat.. mohon diperbaiki",3
bintang 3 dulu yah,3
Aplikasi nya bagus,5
"Knpe si bnyk iklannya 😡,gue mau nnton mlh kbnyakan iklan",3
Apk cukup bagus namun alangkah baik lagi jika ditambah siaran tv dakwah islam assunnah.Untuk menambah ilmu agama.,5
"Aplikasi yg menarik buat menonton film"" seru",4
Kok gak bisa screnshoot sih??jwb,2
Top Deh❤️,5
"Apknya bgs, tpi kadang² suka tiba² lola pdhl jaringan lgi bgs, tpi gpp lah ya",5
"Aplikasinya baguuss ,cuma sayang setiap x beli paket berlanganan semua keneksi tp tidak bisa di tonton di tv",5
Skarang Iklannya gak ketulungan..se abrek abrek,1
Bagusss,5
Aplikasi bagus banget 🥰🥰,4
"Aplikasi video emng bagus banget ,soal iklan bagi aku ngk masalah si ,kalo mau bebas iklan ya haris bayar ,the best👍 ,ngk nyesel deh download 😁",5
Aplikasinya bagus bngt tapi agak dikurangin dong iklannya,4
Aplikasi ini cukup bagus jadi pas aku mau nonton tapi ketinggalan tinggal lait film nya di sini😁,5
Mantappppppppppppp Bisa nonton replay ucl,5
Kuda xxnx com,5
Bagus bgt ada ya vidio buat nonton sinetron,5
Muter Mulu sinyal bagus juga,1
Ok,3
"iklan kok 2 menit, itu iklan apa trailer",3
bnyak film film ny,5
Gak ada film india & horor yang serem,1
Sangat bagus,4
"Kepada dev, ini maksudnya gimana yah? Saya udah Berlangganan video selama sebulan tp kok Disuruh buat berlangganan lagi? Bisa jelasin gak? Makasih dev -ian",3
Sekarang tidak bisa nonton channel di trans 7...aplikasi payah,1
Mohon untuk ditingkatkan lagi kualitas nya🙏,2
"Gw akui semua video yang ingin saya cari lengkap banget disini,Cuman ibarat 30% nonton video 70% nonton iklan!!",1
Kami puas menggunakan aplikasi ini no 1 didunia yang bikin canggih pokoknya kami bangga berbintang lima,5
"bagusss aplikasinya, tpi tolong jangan di ubah video yang udah di download, nonton tanpa internet terus yaa biarpun udah do download 😊😊",4
"Kebanyakan iklan,masa baru nonton udh ada iklan lgi iklan lgi,ini mah nonton in iklan bukan film hahaha,kurangin ya iklan nya mimin apk vidio,jdi mls nonton di apk vidio klo kebanyakan iklan,mending nonton di apk iqi aja,cuman masalah nya klo di apk iqi gk ada film yg mau di tonton,di apk vidio ada film nya cuman yg bikin kesel itu iklan nha banyak bangett,q eps aja udh berkali"" tuh iklan nya muncul,BIKIN GK MOOD NONTON JDI YA,Lgi serius nonton iklan nonggol,HUHHH😌😒 MAU PREMIUM GK ADA DUIT MIN",1
"Sudah berlangganan tapi Vidio premium yang didownlod tidak bisa diputar,aneh kalau Vidio yang free gak ada masalah ,padahal sudah berbayar premium,sudah clear cache, restart hp sampai dowload ulang aplikasi tetap tidak bisaa,jadi sebagai pengguna berbayar dirugikan sekali",1
"Kenapa sering loading, padahal sinyal bagus tolong dong aplikasi ny ni🙃",2
Terlalu banyak iklan gimana mau nonton,3
Jooos,5
Sangat bagus,5
Menurut aku bagus gk ada yang salh ko top in tou you,5
Aplikasi ini boros kuota,1
Video tertutup iklan gk bisa di lihat,1
The best lah,5
Bnyk iklan. Sya cape,1
Bagus bgt,5
b*gus,5
Kirain ngakda iklan. 😂 auto uninstall gw.,2
Iklan nya kebanyakan,1
Sngt bagus,5
"ribet. udah langganan masih ga bisa nonton. udah hubungin cs, suruh ini itu, udah di ikutin, ttp aja. ga bisa apa ya pas bayar langsung creng",2
Handal actions artis banget,5
"apknya oke, tp sayang bgt sering loading-loading utk resolusi 480 keatas. padahal sinyal juga bagus:(",4
"Aplikasi ny baguss ,, bisa untuk menghibur juga pokok ny baguss lh",5
Bags banget,4
Bagus banget,5
Terlalu banyak iklan,2
Baguss buat nonton magic 5😃😆,5
Tolong defoloper tolong diperbaiki lagi apk video nya saya mau nengok gtv tak ada tolong diperbaiki lagi 🙏🙏🙏🙏,5
Terlalu banyak iklan nya makanya saya kasih bintang satu,1
Kren,4
Mantap...kalau bisa di tambah lagi koleksi film Holywood nya,5
Terlalu banyak iklan,3
"Sangat muak dengan banyaknya iklan,",1
👍,5
Sangat Memuas kan,4
Kenapa setiap saya mau nonton live olahraga tidak bisa terdapat terjadi kesalahan dalam memutar media dan harus restart hp,2
